profile_id,condition,gender,age_band,race,education,income,party,state
p22485,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Maryland
p22486,Peer-review,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Wisconsin
p22487,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Georgia
p22488,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,New York
p22489,Peer-review,Female,18-29,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent,New York
p22490,Peer-review,Female,30-44,Black / African American,Bachelor's degree,"$30,000 to $55,999",Republican,Mississippi
p22491,Peer-review,Male,18-29,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Democrat,Wisconsin
p22492,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,North Carolina
p22493,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Indiana
p22494,Peer-review,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,South Carolina
p22495,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Connecticut
p22496,Peer-review,Female,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,Florida
p22497,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Idaho
p22498,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Utah
p22499,Peer-review,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Republican,Texas
p22500,Peer-review,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Texas
p22501,Peer-review,Female,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,New York
p22502,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Florida
p22503,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,California
p22504,Peer-review,Male,60+,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,California
p22505,Peer-review,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,California
p22506,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,California
p22507,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California
p22508,Peer-review,Male,18-29,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Pennsylvania
p22509,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,Tennessee
p22510,Peer-review,Female,30-44,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Independent,Texas
p22511,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Missouri
p22512,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Maine
p22513,Peer-review,Male,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,New Mexico
p22514,Peer-review,Female,18-29,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Democrat,South Carolina
p22515,Peer-review,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Wisconsin
p22516,Peer-review,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Republican,Louisiana
p22517,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,California
p22518,Peer-review,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,Illinois
p22519,Peer-review,Male,45-59,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Other,Illinois
p22520,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Florida
p22521,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Tennessee
p22522,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,Massachusetts
p22523,Peer-review,Male,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Independent,Pennsylvania
p22524,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Virginia
p22525,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida
p22526,Peer-review,Female,60+,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Florida
p22527,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Washington
p22528,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,New York
p22529,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,New York
p22530,Peer-review,Female,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,California
p22531,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Other,Pennsylvania
p22532,Peer-review,Female,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,Colorado
p22533,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Pennsylvania
p22534,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,California
p22535,Peer-review,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Oklahoma
p22536,Peer-review,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Pennsylvania
p22537,Peer-review,Female,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Florida
p22538,Peer-review,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,New Jersey
p22539,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Ohio
p22540,Peer-review,Female,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Texas
p22541,Peer-review,Female,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,New York
p22542,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,New York
p22543,Peer-review,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,Illinois
p22544,Peer-review,Male,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Louisiana
p22545,Peer-review,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Florida
p22546,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Georgia
p22547,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Michigan
p22548,Peer-review,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,Texas
p22549,Peer-review,Male,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,California
p22550,Peer-review,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Texas
p22551,Peer-review,Male,30-44,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat,West Virginia
p22552,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,New York
p22553,Peer-review,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Maryland
p22554,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,South Carolina
p22555,Peer-review,Female,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Wisconsin
p22556,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,New Jersey
p22557,Peer-review,Male,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,North Carolina
p22558,Peer-review,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Georgia
p22559,Peer-review,Male,18-29,Other,Some college or Associate's degree,"Less than $30,000",Republican,New York
p22560,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,New Jersey
p22561,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,California
p22562,Peer-review,Male,45-59,Black / African American,Bachelor's degree,"$30,000 to $55,999",Independent,Missouri
p22563,Peer-review,Male,60+,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida
p22564,Peer-review,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,Florida
p22565,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Maryland
p22566,Peer-review,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Pennsylvania
p22567,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,California
p22568,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Minnesota
p22569,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Texas
p22570,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Tennessee
p22571,Peer-review,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Michigan
p22572,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Wisconsin
p22573,Peer-review,Female,30-44,Black / African American,High school diploma / GED,"$168,000 or more",Republican,Texas
p22574,Peer-review,Female,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Republican,Louisiana
p22575,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Louisiana
p22576,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,South Carolina
p22577,Peer-review,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other,Arizona
p22578,Peer-review,Female,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,Michigan
p22579,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Michigan
p22580,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Texas
p22581,Peer-review,Male,60+,Black / African American,High school diploma / GED,"Less than $30,000",Republican,Texas
p22582,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Texas
p22583,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Ohio
p22584,Peer-review,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,Illinois
p22585,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Tennessee
p22586,Peer-review,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Georgia
p22587,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,California
p22588,Peer-review,Female,45-59,Black / African American,Less than high school,"$100,000 to $167,999",Independent,Iowa
p22589,Peer-review,Female,45-59,Other,High school diploma / GED,"Less than $30,000",Republican,Pennsylvania
p22590,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Nevada
p22591,Peer-review,Female,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,New York
p22592,Peer-review,Male,30-44,White / Caucasian,Less than high school,"$168,000 or more",Democrat,Indiana
p22593,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Florida
p22594,Peer-review,Female,30-44,Asian / Asian American,Some college or Associate's degree,"Less than $30,000",Independent,North Carolina
p22595,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,Utah
p22596,Peer-review,Female,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat,Oklahoma
p22597,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,New York
p22598,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Texas
p22599,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,California
p22600,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,North Carolina
p22601,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,New Jersey
p22602,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Texas
p22603,Peer-review,Male,30-44,Black / African American,High school diploma / GED,"$168,000 or more",Independent,Massachusetts
p22604,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Kentucky
p22605,Peer-review,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Georgia
p22606,Peer-review,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Independent,California
p22607,Peer-review,Female,30-44,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Democrat,Arizona
p22608,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Oregon
p22609,Peer-review,Male,30-44,Hispanic / Latino,Less than high school,"$168,000 or more",Republican,Washington
p22610,Peer-review,Male,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican,Alabama
p22611,Peer-review,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,Arizona
p22612,Peer-review,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Louisiana
p22613,Peer-review,Other,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,California
p22614,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Minnesota
p22615,Peer-review,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Republican,Florida
p22616,Peer-review,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,Texas
p22617,Peer-review,Male,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat,Missouri
p22618,Peer-review,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Georgia
p22619,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Indiana
p22620,Peer-review,Female,45-59,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Democrat,Connecticut
p22621,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,California
p22622,Peer-review,Female,30-44,Black / African American,Some college or Associate's degree,"$168,000 or more",Republican,Pennsylvania
p22623,Peer-review,Male,45-59,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,Ohio
p22624,Peer-review,Female,45-59,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,Arkansas
p22625,Peer-review,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Michigan
p22626,Peer-review,Other,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Arizona
p22627,Peer-review,Male,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Minnesota
p22628,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Delaware
p22629,Peer-review,Female,18-29,Black / African American,Bachelor's degree,"$100,000 to $167,999",Republican,Florida
p22630,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Florida
p22631,Peer-review,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,California
p22632,Peer-review,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Independent,New York
p22633,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Florida
p22634,Peer-review,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Minnesota
p22635,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Alabama
p22636,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Missouri
p22637,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Iowa
p22638,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Missouri
p22639,Peer-review,Female,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Florida
p22640,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,Hawaii
p22641,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Arizona
p22642,Peer-review,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p22643,Peer-review,Male,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Independent,Missouri
p22644,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,New York
p22645,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Pennsylvania
p22646,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Alabama
p22647,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Missouri
p22648,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Pennsylvania
p22649,Peer-review,Male,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,Michigan
p22650,Peer-review,Female,45-59,White / Caucasian,Less than high school,"$168,000 or more",Republican,Kansas
p22651,Peer-review,Female,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,California
p22652,Peer-review,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Georgia
p22653,Peer-review,Female,45-59,Asian / Asian American,High school diploma / GED,"Less than $30,000",Democrat,Utah
p22654,Peer-review,Male,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,California
p22655,Peer-review,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Kentucky
p22656,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Hawaii
p22657,Peer-review,Other,45-59,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,New York
p22658,Peer-review,Male,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,California
p22659,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,Illinois
p22660,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p22661,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,California
p22662,Peer-review,Other,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,New Jersey
p22663,Peer-review,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Virginia
p22664,Peer-review,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,California
p22665,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Florida
p22666,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,California
p22667,Peer-review,Female,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Illinois
p22668,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Texas
p22669,Peer-review,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Illinois
p22670,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p22671,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Virginia
p22672,Peer-review,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,Florida
p22673,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Michigan
p22674,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,Ohio
p22675,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Idaho
p22676,Peer-review,Male,30-44,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,Alabama
p22677,Peer-review,Male,30-44,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Democrat,Ohio
p22678,Peer-review,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,Connecticut
p22679,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,Mississippi
p22680,Peer-review,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,Missouri
p22681,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,New Jersey
p22682,Peer-review,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Michigan
p22683,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,California
p22684,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Ohio
p22685,Peer-review,Male,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Other,Colorado
p22686,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida
p22687,Peer-review,Male,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,Arkansas
p22688,Peer-review,Male,30-44,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Other,Georgia
p22689,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Georgia
p22690,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Texas
p22691,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Texas
p22692,Peer-review,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Arizona
p22693,Peer-review,Female,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Kentucky
p22694,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,North Carolina
p22695,Peer-review,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Texas
p22696,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Florida
p22697,Peer-review,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Georgia
p22698,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Texas
p22699,Peer-review,Male,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Washington
p22700,Peer-review,Female,60+,White / Caucasian,Less than high school,"Less than $30,000",Democrat,California
p22701,Peer-review,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Arizona
p22702,Peer-review,Female,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,New York
p22703,Peer-review,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Alabama
p22704,Peer-review,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Missouri
p22705,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Oregon
p22706,Peer-review,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,North Carolina
p22707,Peer-review,Female,45-59,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,Illinois
p22708,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California
p22709,Peer-review,Female,45-59,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,Indiana
p22710,Peer-review,Female,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican,Pennsylvania
p22711,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Pennsylvania
p22712,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Missouri
p22713,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Ohio
p22714,Peer-review,Female,45-59,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Independent,Oregon
p22715,Peer-review,Male,60+,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Oregon
p22716,Peer-review,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,California
p22717,Peer-review,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Pennsylvania
p22718,Peer-review,Female,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Illinois
p22719,Peer-review,Female,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,Illinois
p22720,Peer-review,Male,60+,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Republican,New York
p22721,Peer-review,Female,30-44,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Florida
p22722,Peer-review,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,California
p22723,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,New York
p22724,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,South Carolina
p22725,Peer-review,Female,30-44,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,New Hampshire
p22726,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Pennsylvania
p22727,Peer-review,Female,18-29,Black / African American,Bachelor's degree,"$168,000 or more",Republican,New York
p22728,Peer-review,Other,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Georgia
p22729,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,North Carolina
p22730,Peer-review,Male,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,New York
p22731,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,California
p22732,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Georgia
p22733,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Missouri
p22734,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,North Carolina
p22735,Peer-review,Male,45-59,Asian / Asian American,Some college or Associate's degree,"$168,000 or more",Republican,Indiana
p22736,Peer-review,Female,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,Texas
p22737,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Ohio
p22738,Peer-review,Male,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other,Pennsylvania
p22739,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Utah
